model,batch_size,seq_len,op_name,shape,count
swin-tiny,1,,aten::gelu,"[[1, 7, 7, 3072], []]",100
swin-tiny,1,,aten::index,"[[169, 12], []]",300
swin-tiny,1,,aten::index,"[[169, 24], []]",100
swin-tiny,1,,aten::index,"[[169, 3], []]",100
swin-tiny,1,,aten::index,"[[169, 6], []]",100
swin-tiny,1,,aten::layer_norm,"[[1, 14, 14, 384], [], [384], [384], [], []]",600
swin-tiny,1,,aten::layer_norm,"[[1, 14, 14, 768], [], [768], [768], [], []]",50
swin-tiny,1,,aten::layer_norm,"[[1, 28, 28, 192], [], [192], [192], [], []]",200
swin-tiny,1,,aten::layer_norm,"[[1, 28, 28, 384], [], [384], [384], [], []]",50
swin-tiny,1,,aten::layer_norm,"[[1, 56, 56, 96], [], [96], [96], [], []]",250
swin-tiny,1,,aten::layer_norm,"[[1, 7, 7, 1536], [], [1536], [1536], [], []]",50
swin-tiny,1,,aten::layer_norm,"[[1, 7, 7, 768], [], [768], [768], [], []]",250
swin-tiny,1,,aten::lift_fresh,[[]],2250
swin-tiny,1,,aten::masked_fill,"[[16, 49, 49], [16, 49, 49], []]",100
swin-tiny,1,,aten::masked_fill,"[[4, 49, 49], [4, 49, 49], []]",300
swin-tiny,1,,aten::masked_fill,"[[64, 49, 49], [64, 49, 49], []]",100
swin-tiny,1,,aten::mul,"[[1, 24, 49, 32], []]",100
swin-tiny,1,,aten::mul,"[[16, 6, 49, 32], []]",100
swin-tiny,1,,aten::mul,"[[4, 12, 49, 32], []]",300
swin-tiny,1,,aten::mul,"[[64, 3, 49, 32], []]",100
swin-tiny,1,,aten::ne,"[[16, 49, 49], []]",50
swin-tiny,1,,aten::ne,"[[4, 49, 49], []]",150
swin-tiny,1,,aten::ne,"[[64, 49, 49], []]",50
swin-tiny,1,,aten::new_zeros,"[[16, 49, 192], [], [], [], [], []]",50
swin-tiny,1,,aten::new_zeros,"[[4, 49, 384], [], [], [], [], []]",150
swin-tiny,1,,aten::new_zeros,"[[64, 49, 96], [], [], [], [], []]",50
swin-tiny,1,,aten::pad,"[[1, 14, 14, 384], [], [], []]",350
swin-tiny,1,,aten::pad,"[[1, 28, 28, 192], [], [], []]",150
swin-tiny,1,,aten::pad,"[[1, 56, 56, 96], [], [], []]",150
swin-tiny,1,,aten::pad,"[[1, 7, 7, 768], [], [], []]",100
swin-tiny,1,,aten::permute,"[[1, 1, 1, 7, 7, 768], []]",100
swin-tiny,1,,aten::permute,"[[1, 1, 7, 1, 7, 768], []]",100
swin-tiny,1,,aten::permute,"[[1, 2, 2, 7, 7, 384], []]",300
swin-tiny,1,,aten::permute,"[[1, 2, 7, 2, 7, 384], []]",300
swin-tiny,1,,aten::permute,"[[1, 4, 4, 7, 7, 192], []]",100
swin-tiny,1,,aten::permute,"[[1, 4, 7, 4, 7, 192], []]",100
swin-tiny,1,,aten::permute,"[[1, 49, 3, 24, 32], []]",100
swin-tiny,1,,aten::permute,"[[1, 7, 7, 768], []]",50
swin-tiny,1,,aten::permute,"[[1, 8, 7, 8, 7, 96], []]",100
swin-tiny,1,,aten::permute,"[[1, 8, 8, 7, 7, 96], []]",100
swin-tiny,1,,aten::permute,"[[1, 96, 56, 56], []]",50
swin-tiny,1,,aten::permute,"[[16, 49, 3, 6, 32], []]",100
swin-tiny,1,,aten::permute,"[[2, 7, 2, 7], []]",150
swin-tiny,1,,aten::permute,"[[4, 49, 3, 12, 32], []]",300
swin-tiny,1,,aten::permute,"[[4, 7, 4, 7], []]",50
swin-tiny,1,,aten::permute,"[[49, 49, 12], []]",300
swin-tiny,1,,aten::permute,"[[49, 49, 24], []]",100
swin-tiny,1,,aten::permute,"[[49, 49, 3], []]",100
swin-tiny,1,,aten::permute,"[[49, 49, 6], []]",100
swin-tiny,1,,aten::permute,"[[64, 49, 3, 3, 32], []]",100
swin-tiny,1,,aten::permute,"[[8, 7, 8, 7], []]",50
swin-tiny,1,,aten::reshape,"[[1, 1, 1, 7, 7, 768], []]",100
swin-tiny,1,,aten::reshape,"[[1, 1, 7, 1, 7, 768], []]",100
swin-tiny,1,,aten::reshape,"[[1, 14, 14, 1536], []]",300
swin-tiny,1,,aten::reshape,"[[1, 14, 14, 384], []]",300
swin-tiny,1,,aten::reshape,"[[1, 14, 14, 768], []]",50
swin-tiny,1,,aten::reshape,"[[1, 2, 2, 7, 7, 384], []]",300
swin-tiny,1,,aten::reshape,"[[1, 2, 7, 2, 7, 384], []]",300
swin-tiny,1,,aten::reshape,"[[1, 24, 32, 49], []]",100
swin-tiny,1,,aten::reshape,"[[1, 24, 49, 32], []]",200
swin-tiny,1,,aten::reshape,"[[1, 24, 49, 49], []]",100
swin-tiny,1,,aten::reshape,"[[1, 28, 28, 192], []]",100
swin-tiny,1,,aten::reshape,"[[1, 28, 28, 384], []]",50
swin-tiny,1,,aten::reshape,"[[1, 28, 28, 768], []]",100
swin-tiny,1,,aten::reshape,"[[1, 4, 4, 7, 7, 192], []]",100
swin-tiny,1,,aten::reshape,"[[1, 4, 7, 4, 7, 192], []]",100
swin-tiny,1,,aten::reshape,"[[1, 49, 2304], []]",100
swin-tiny,1,,aten::reshape,"[[1, 49, 24, 32], []]",100
swin-tiny,1,,aten::reshape,"[[1, 49, 768], []]",200
swin-tiny,1,,aten::reshape,"[[1, 56, 56, 384], []]",100
swin-tiny,1,,aten::reshape,"[[1, 56, 56, 96], []]",100
swin-tiny,1,,aten::reshape,"[[1, 7, 7, 1536], []]",50
swin-tiny,1,,aten::reshape,"[[1, 7, 7, 3072], []]",100
swin-tiny,1,,aten::reshape,"[[1, 7, 7, 768], []]",100
swin-tiny,1,,aten::reshape,"[[1, 8, 7, 8, 7, 96], []]",100
swin-tiny,1,,aten::reshape,"[[1, 8, 8, 7, 7, 96], []]",100
swin-tiny,1,,aten::reshape,"[[16, 49, 192], []]",200
swin-tiny,1,,aten::reshape,"[[16, 49, 576], []]",100
swin-tiny,1,,aten::reshape,"[[16, 49, 6, 32], []]",100
swin-tiny,1,,aten::reshape,"[[16, 6, 32, 49], []]",100
swin-tiny,1,,aten::reshape,"[[16, 6, 49, 32], []]",200
swin-tiny,1,,aten::reshape,"[[16, 6, 49, 49], []]",100
swin-tiny,1,,aten::reshape,"[[2, 2, 7, 7], []]",150
swin-tiny,1,,aten::reshape,"[[2401], []]",600
swin-tiny,1,,aten::reshape,"[[4, 12, 32, 49], []]",300
swin-tiny,1,,aten::reshape,"[[4, 12, 49, 32], []]",600
swin-tiny,1,,aten::reshape,"[[4, 12, 49, 49], []]",300
swin-tiny,1,,aten::reshape,"[[4, 4, 7, 7], []]",50
swin-tiny,1,,aten::reshape,"[[4, 49, 1152], []]",300
swin-tiny,1,,aten::reshape,"[[4, 49, 12, 32], []]",300
swin-tiny,1,,aten::reshape,"[[4, 49, 384], []]",600
swin-tiny,1,,aten::reshape,"[[64, 3, 32, 49], []]",100
swin-tiny,1,,aten::reshape,"[[64, 3, 49, 32], []]",200
swin-tiny,1,,aten::reshape,"[[64, 3, 49, 49], []]",100
swin-tiny,1,,aten::reshape,"[[64, 49, 288], []]",100
swin-tiny,1,,aten::reshape,"[[64, 49, 3, 32], []]",100
swin-tiny,1,,aten::reshape,"[[64, 49, 96], []]",200
swin-tiny,1,,aten::reshape,"[[8, 8, 7, 7], []]",50
swin-tiny,1,,aten::reshape,"[[96], []]",50
swin-tiny,1,,aten::roll,"[[1, 14, 14, 384], [], []]",900
swin-tiny,1,,aten::roll,"[[1, 28, 28, 192], [], []]",300
swin-tiny,1,,aten::roll,"[[1, 56, 56, 96], [], []]",300
swin-tiny,1,,aten::select,"[[3, 1, 24, 49, 32], [], []]",300
swin-tiny,1,,aten::select,"[[3, 16, 6, 49, 32], [], []]",300
swin-tiny,1,,aten::select,"[[3, 4, 12, 49, 32], [], []]",900
swin-tiny,1,,aten::select,"[[3, 64, 3, 49, 32], [], []]",300
swin-tiny,1,,aten::slice,"[[1, 14, 14, 192], [], [], [], []]",200
swin-tiny,1,,aten::slice,"[[1, 14, 14, 384], [], [], [], []]",800
swin-tiny,1,,aten::slice,"[[1, 14, 28, 192], [], [], [], []]",200
swin-tiny,1,,aten::slice,"[[1, 28, 28, 192], [], [], [], []]",400
swin-tiny,1,,aten::slice,"[[1, 28, 28, 96], [], [], [], []]",200
swin-tiny,1,,aten::slice,"[[1, 28, 56, 96], [], [], [], []]",200
swin-tiny,1,,aten::slice,"[[1, 56, 56, 96], [], [], [], []]",400
swin-tiny,1,,aten::slice,"[[1, 7, 14, 384], [], [], [], []]",200
swin-tiny,1,,aten::slice,"[[1, 7, 7, 384], [], [], [], []]",200
swin-tiny,1,,aten::slice,"[[1, 7, 7, 768], [], [], [], []]",200
swin-tiny,1,,aten::slice,"[[14, 14], [], [], [], []]",1350
swin-tiny,1,,aten::slice,"[[21, 28], [], [], [], []]",150
swin-tiny,1,,aten::slice,"[[28, 28], [], [], [], []]",450
swin-tiny,1,,aten::slice,"[[3, 14], [], [], [], []]",450
swin-tiny,1,,aten::slice,"[[3, 28], [], [], [], []]",150
swin-tiny,1,,aten::slice,"[[3, 56], [], [], [], []]",150
swin-tiny,1,,aten::slice,"[[4, 14], [], [], [], []]",450
swin-tiny,1,,aten::slice,"[[4, 28], [], [], [], []]",150
swin-tiny,1,,aten::slice,"[[4, 56], [], [], [], []]",150
swin-tiny,1,,aten::slice,"[[49, 56], [], [], [], []]",150
swin-tiny,1,,aten::slice,"[[56, 56], [], [], [], []]",450
swin-tiny,1,,aten::slice,"[[7, 14], [], [], [], []]",450
swin-tiny,1,,aten::softmax,"[[1, 24, 49, 49], [], []]",100
swin-tiny,1,,aten::softmax,"[[16, 6, 49, 49], [], []]",100
swin-tiny,1,,aten::softmax,"[[4, 12, 49, 49], [], []]",300
swin-tiny,1,,aten::softmax,"[[64, 3, 49, 49], [], []]",100
swin-tiny,1,,aten::sub,"[[16, 1, 49], [16, 49, 1], []]",50
swin-tiny,1,,aten::sub,"[[4, 1, 49], [4, 49, 1], []]",150
swin-tiny,1,,aten::sub,"[[64, 1, 49], [64, 49, 1], []]",50
swin-tiny,1,,aten::transpose,"[[1, 24, 49, 32], [], []]",200
swin-tiny,1,,aten::transpose,"[[1000, 768], [], []]",50
swin-tiny,1,,aten::transpose,"[[1152, 384], [], []]",300
swin-tiny,1,,aten::transpose,"[[1536, 384], [], []]",300
swin-tiny,1,,aten::transpose,"[[16, 6, 49, 32], [], []]",200
swin-tiny,1,,aten::transpose,"[[192, 192], [], []]",100
swin-tiny,1,,aten::transpose,"[[192, 384], [], []]",50
swin-tiny,1,,aten::transpose,"[[192, 768], [], []]",100
swin-tiny,1,,aten::transpose,"[[2304, 768], [], []]",100
swin-tiny,1,,aten::transpose,"[[288, 96], [], []]",100
swin-tiny,1,,aten::transpose,"[[3072, 768], [], []]",100
swin-tiny,1,,aten::transpose,"[[384, 1536], [], []]",300
swin-tiny,1,,aten::transpose,"[[384, 384], [], []]",300
swin-tiny,1,,aten::transpose,"[[384, 768], [], []]",50
swin-tiny,1,,aten::transpose,"[[384, 96], [], []]",100
swin-tiny,1,,aten::transpose,"[[4, 12, 49, 32], [], []]",600
swin-tiny,1,,aten::transpose,"[[576, 192], [], []]",100
swin-tiny,1,,aten::transpose,"[[64, 3, 49, 32], [], []]",200
swin-tiny,1,,aten::transpose,"[[768, 1536], [], []]",50
swin-tiny,1,,aten::transpose,"[[768, 192], [], []]",100
swin-tiny,1,,aten::transpose,"[[768, 3072], [], []]",100
swin-tiny,1,,aten::transpose,"[[768, 768], [], []]",100
swin-tiny,1,,aten::transpose,"[[96, 384], [], []]",100
swin-tiny,1,,aten::transpose,"[[96, 96], [], []]",100
swin-tiny,1,,aten::unsqueeze,"[[12, 49, 49], []]",300
swin-tiny,1,,aten::unsqueeze,"[[16, 1, 49, 49], []]",50
swin-tiny,1,,aten::unsqueeze,"[[16, 49, 49], []]",50
swin-tiny,1,,aten::unsqueeze,"[[16, 49], []]",100
swin-tiny,1,,aten::unsqueeze,"[[24, 49, 49], []]",100
swin-tiny,1,,aten::unsqueeze,"[[3, 49, 49], []]",100
swin-tiny,1,,aten::unsqueeze,"[[4, 1, 49, 49], []]",150
swin-tiny,1,,aten::unsqueeze,"[[4, 49, 49], []]",150
swin-tiny,1,,aten::unsqueeze,"[[4, 49], []]",300
swin-tiny,1,,aten::unsqueeze,"[[6, 49, 49], []]",100
swin-tiny,1,,aten::unsqueeze,"[[64, 1, 49, 49], []]",50
swin-tiny,1,,aten::unsqueeze,"[[64, 49, 49], []]",50
swin-tiny,1,,aten::unsqueeze,"[[64, 49], []]",100
swin-tiny,1,,aten::view,"[[1, 1, 1, 7, 7, 768], []]",100
swin-tiny,1,,aten::view,"[[1, 1, 7, 1, 7, 768], []]",100
swin-tiny,1,,aten::view,"[[1, 14, 14, 1536], []]",300
swin-tiny,1,,aten::view,"[[1, 14, 14, 384], []]",600
swin-tiny,1,,aten::view,"[[1, 14, 14, 768], []]",50
swin-tiny,1,,aten::view,"[[1, 16, 6, 49, 49], []]",50
swin-tiny,1,,aten::view,"[[1, 24, 49, 49], []]",100
swin-tiny,1,,aten::view,"[[1, 28, 28, 192], []]",200
swin-tiny,1,,aten::view,"[[1, 28, 28, 384], []]",50
swin-tiny,1,,aten::view,"[[1, 28, 28, 768], []]",100
swin-tiny,1,,aten::view,"[[1, 4, 12, 49, 49], []]",150
swin-tiny,1,,aten::view,"[[1, 49, 2304], []]",100
swin-tiny,1,,aten::view,"[[1, 49, 768], []]",300
swin-tiny,1,,aten::view,"[[1, 56, 56, 384], []]",100
swin-tiny,1,,aten::view,"[[1, 56, 56, 96], []]",200
swin-tiny,1,,aten::view,"[[1, 64, 3, 49, 49], []]",50
swin-tiny,1,,aten::view,"[[1, 7, 7, 1536], []]",50
swin-tiny,1,,aten::view,"[[1, 7, 7, 3072], []]",100
swin-tiny,1,,aten::view,"[[1, 7, 7, 768], []]",200
swin-tiny,1,,aten::view,"[[1, 768, 1, 1], []]",50
swin-tiny,1,,aten::view,"[[14, 14], []]",150
swin-tiny,1,,aten::view,"[[16, 49, 192], []]",300
swin-tiny,1,,aten::view,"[[16, 49, 576], []]",100
swin-tiny,1,,aten::view,"[[16, 6, 49, 49], []]",150
swin-tiny,1,,aten::view,"[[196, 1152], []]",300
swin-tiny,1,,aten::view,"[[196, 1536], []]",300
swin-tiny,1,,aten::view,"[[196, 384], []]",600
swin-tiny,1,,aten::view,"[[196], []]",1300
swin-tiny,1,,aten::view,"[[2401, 12], []]",300
swin-tiny,1,,aten::view,"[[2401, 24], []]",100
swin-tiny,1,,aten::view,"[[2401, 3], []]",100
swin-tiny,1,,aten::view,"[[2401, 6], []]",100
swin-tiny,1,,aten::view,"[[2401], []]",600
swin-tiny,1,,aten::view,"[[28, 28], []]",50
swin-tiny,1,,aten::view,"[[3136, 288], []]",100
swin-tiny,1,,aten::view,"[[3136, 384], []]",100
swin-tiny,1,,aten::view,"[[3136, 96], []]",200
swin-tiny,1,,aten::view,"[[3136], []]",500
swin-tiny,1,,aten::view,"[[4, 12, 49, 49], []]",450
swin-tiny,1,,aten::view,"[[4, 49, 1152], []]",300
swin-tiny,1,,aten::view,"[[4, 49, 384], []]",900
swin-tiny,1,,aten::view,"[[49, 2304], []]",100
swin-tiny,1,,aten::view,"[[49, 3072], []]",100
swin-tiny,1,,aten::view,"[[49, 768], []]",200
swin-tiny,1,,aten::view,"[[49], []]",600
swin-tiny,1,,aten::view,"[[56, 56], []]",50
swin-tiny,1,,aten::view,"[[64, 3, 49, 49], []]",150
swin-tiny,1,,aten::view,"[[64, 49, 288], []]",100
swin-tiny,1,,aten::view,"[[64, 49, 96], []]",300
swin-tiny,1,,aten::view,"[[784, 192], []]",200
swin-tiny,1,,aten::view,"[[784, 576], []]",100
swin-tiny,1,,aten::view,"[[784, 768], []]",100
swin-tiny,1,,aten::view,"[[784], []]",500
swin-tiny,1,,aten::view,"[[96], []]",50
swin-tiny,1,,cudadevicesynchronize,[],51
swin-tiny,2,,aten::adaptive_avg_pool2d,"[[2, 768, 7, 7], []]",50
swin-tiny,2,,aten::add,"[[128, 3, 49, 49], [1, 3, 49, 49], []]",100
swin-tiny,2,,aten::add,"[[2, 14, 14, 384], [2, 14, 14, 384], []]",600
swin-tiny,2,,aten::add,"[[2, 16, 6, 49, 49], [1, 16, 1, 49, 49], []]",50
swin-tiny,2,,aten::add,"[[2, 24, 49, 49], [1, 24, 49, 49], []]",100
swin-tiny,2,,aten::add,"[[2, 28, 28, 192], [2, 28, 28, 192], []]",200
swin-tiny,2,,aten::add,"[[2, 4, 12, 49, 49], [1, 4, 1, 49, 49], []]",150
swin-tiny,2,,aten::add,"[[2, 56, 56, 96], [2, 56, 56, 96], []]",200
swin-tiny,2,,aten::add,"[[2, 64, 3, 49, 49], [1, 64, 1, 49, 49], []]",50
swin-tiny,2,,aten::add,"[[2, 7, 7, 768], [2, 7, 7, 768], []]",200
swin-tiny,2,,aten::add,"[[32, 6, 49, 49], [1, 6, 49, 49], []]",100
swin-tiny,2,,aten::add,"[[8, 12, 49, 49], [1, 12, 49, 49], []]",300
swin-tiny,2,,aten::cat,"[[], []]",150
swin-tiny,2,,aten::contiguous,"[[12, 49, 49], []]",300
swin-tiny,2,,aten::contiguous,"[[2, 56, 56, 96], []]",50
swin-tiny,2,,aten::contiguous,"[[24, 49, 49], []]",100
swin-tiny,2,,aten::contiguous,"[[3, 49, 49], []]",100
swin-tiny,2,,aten::contiguous,"[[6, 49, 49], []]",100
swin-tiny,2,,aten::dropout,"[[128, 3, 49, 49], [], []]",100
swin-tiny,2,,aten::dropout,"[[128, 49, 96], [], []]",100
swin-tiny,2,,aten::dropout,"[[2, 14, 14, 1536], [], []]",300
swin-tiny,2,,aten::dropout,"[[2, 14, 14, 384], [], []]",300
swin-tiny,2,,aten::dropout,"[[2, 24, 49, 49], [], []]",100
swin-tiny,2,,aten::dropout,"[[2, 28, 28, 192], [], []]",100
swin-tiny,2,,aten::dropout,"[[2, 28, 28, 768], [], []]",100
swin-tiny,2,,aten::dropout,"[[2, 49, 768], [], []]",100
swin-tiny,2,,aten::dropout,"[[2, 56, 56, 384], [], []]",100
swin-tiny,2,,aten::dropout,"[[2, 56, 56, 96], [], []]",100
swin-tiny,2,,aten::dropout,"[[2, 7, 7, 3072], [], []]",100
swin-tiny,2,,aten::dropout,"[[2, 7, 7, 768], [], []]",100
swin-tiny,2,,aten::dropout,"[[32, 49, 192], [], []]",100
swin-tiny,2,,aten::dropout,"[[32, 6, 49, 49], [], []]",100
swin-tiny,2,,aten::dropout,"[[8, 12, 49, 49], [], []]",300
swin-tiny,2,,aten::dropout,"[[8, 49, 384], [], []]",300
swin-tiny,2,,aten::eq,"[[16, 49, 49], []]",50
swin-tiny,2,,aten::eq,"[[4, 49, 49], []]",150
swin-tiny,2,,aten::eq,"[[64, 49, 49], []]",50
swin-tiny,2,,aten::fill_,"[[14, 14], []]",150
swin-tiny,2,,aten::fill_,"[[21, 21], []]",50
swin-tiny,2,,aten::fill_,"[[21, 3], []]",50
swin-tiny,2,,aten::fill_,"[[21, 4], []]",50
swin-tiny,2,,aten::fill_,"[[28, 28], []]",50
swin-tiny,2,,aten::fill_,"[[3, 21], []]",50
swin-tiny,2,,aten::fill_,"[[3, 3], []]",250
swin-tiny,2,,aten::fill_,"[[3, 49], []]",50
swin-tiny,2,,aten::fill_,"[[3, 4], []]",250
swin-tiny,2,,aten::fill_,"[[3, 7], []]",150
swin-tiny,2,,aten::fill_,"[[4, 21], []]",50
swin-tiny,2,,aten::fill_,"[[4, 3], []]",250
swin-tiny,2,,aten::fill_,"[[4, 49], []]",50
swin-tiny,2,,aten::fill_,"[[4, 4], []]",250
swin-tiny,2,,aten::fill_,"[[4, 7], []]",150
swin-tiny,2,,aten::fill_,"[[49, 3], []]",50
swin-tiny,2,,aten::fill_,"[[49, 49], []]",50
swin-tiny,2,,aten::fill_,"[[49, 4], []]",50
swin-tiny,2,,aten::fill_,"[[56, 56], []]",50
swin-tiny,2,,aten::fill_,"[[7, 3], []]",150
swin-tiny,2,,aten::fill_,"[[7, 4], []]",150
swin-tiny,2,,aten::fill_,"[[7, 7], []]",150
swin-tiny,2,,aten::flatten,"[[2, 768, 1, 1], [], []]",50
swin-tiny,2,,aten::gelu,"[[2, 14, 14, 1536], []]",300
swin-tiny,2,,aten::gelu,"[[2, 28, 28, 768], []]",100
swin-tiny,2,,aten::gelu,"[[2, 56, 56, 384], []]",100
swin-tiny,2,,aten::gelu,"[[2, 7, 7, 3072], []]",100
swin-tiny,2,,aten::index,"[[169, 12], []]",300
swin-tiny,2,,aten::index,"[[169, 24], []]",100
swin-tiny,2,,aten::index,"[[169, 3], []]",100
swin-tiny,2,,aten::index,"[[169, 6], []]",100
swin-tiny,2,,aten::layer_norm,"[[2, 14, 14, 384], [], [384], [384], [], []]",600
swin-tiny,2,,aten::layer_norm,"[[2, 14, 14, 768], [], [768], [768], [], []]",50
swin-tiny,2,,aten::layer_norm,"[[2, 28, 28, 192], [], [192], [192], [], []]",200
swin-tiny,2,,aten::layer_norm,"[[2, 28, 28, 384], [], [384], [384], [], []]",50
swin-tiny,2,,aten::layer_norm,"[[2, 56, 56, 96], [], [96], [96], [], []]",250
swin-tiny,2,,aten::layer_norm,"[[2, 7, 7, 1536], [], [1536], [1536], [], []]",50
swin-tiny,2,,aten::layer_norm,"[[2, 7, 7, 768], [], [768], [768], [], []]",250
swin-tiny,2,,aten::lift_fresh,[[]],2250
swin-tiny,2,,aten::masked_fill,"[[16, 49, 49], [16, 49, 49], []]",100
swin-tiny,2,,aten::masked_fill,"[[4, 49, 49], [4, 49, 49], []]",300
swin-tiny,2,,aten::masked_fill,"[[64, 49, 49], [64, 49, 49], []]",100
swin-tiny,2,,aten::mul,"[[128, 3, 49, 32], []]",100
swin-tiny,2,,aten::mul,"[[2, 24, 49, 32], []]",100
swin-tiny,2,,aten::mul,"[[32, 6, 49, 32], []]",100
swin-tiny,2,,aten::mul,"[[8, 12, 49, 32], []]",300
swin-tiny,2,,aten::ne,"[[16, 49, 49], []]",50
swin-tiny,2,,aten::ne,"[[4, 49, 49], []]",150
swin-tiny,2,,aten::ne,"[[64, 49, 49], []]",50
swin-tiny,2,,aten::new_zeros,"[[128, 49, 96], [], [], [], [], []]",50
swin-tiny,2,,aten::new_zeros,"[[32, 49, 192], [], [], [], [], []]",50
swin-tiny,2,,aten::new_zeros,"[[8, 49, 384], [], [], [], [], []]",150
swin-tiny,2,,aten::pad,"[[2, 14, 14, 384], [], [], []]",350
swin-tiny,2,,aten::pad,"[[2, 28, 28, 192], [], [], []]",150
swin-tiny,2,,aten::pad,"[[2, 56, 56, 96], [], [], []]",150
swin-tiny,2,,aten::pad,"[[2, 7, 7, 768], [], [], []]",100
swin-tiny,2,,aten::permute,"[[128, 49, 3, 3, 32], []]",100
swin-tiny,2,,aten::permute,"[[2, 1, 1, 7, 7, 768], []]",100
swin-tiny,2,,aten::permute,"[[2, 1, 7, 1, 7, 768], []]",100
swin-tiny,2,,aten::permute,"[[2, 2, 2, 7, 7, 384], []]",300
swin-tiny,2,,aten::permute,"[[2, 2, 7, 2, 7, 384], []]",300
swin-tiny,2,,aten::permute,"[[2, 4, 4, 7, 7, 192], []]",100
swin-tiny,2,,aten::permute,"[[2, 4, 7, 4, 7, 192], []]",100
swin-tiny,2,,aten::permute,"[[2, 49, 3, 24, 32], []]",100
swin-tiny,2,,aten::permute,"[[2, 7, 2, 7], []]",150
swin-tiny,2,,aten::permute,"[[2, 7, 7, 768], []]",50
swin-tiny,2,,aten::permute,"[[2, 8, 7, 8, 7, 96], []]",100
swin-tiny,2,,aten::permute,"[[2, 8, 8, 7, 7, 96], []]",100
swin-tiny,2,,aten::permute,"[[2, 96, 56, 56], []]",50
swin-tiny,2,,aten::permute,"[[32, 49, 3, 6, 32], []]",100
swin-tiny,2,,aten::permute,"[[4, 7, 4, 7], []]",50
swin-tiny,2,,aten::permute,"[[49, 49, 12], []]",300
swin-tiny,2,,aten::permute,"[[49, 49, 24], []]",100
swin-tiny,2,,aten::permute,"[[49, 49, 3], []]",100
swin-tiny,2,,aten::permute,"[[49, 49, 6], []]",100
swin-tiny,2,,aten::permute,"[[8, 49, 3, 12, 32], []]",300
swin-tiny,2,,aten::permute,"[[8, 7, 8, 7], []]",50
swin-tiny,2,,aten::reshape,"[[128, 3, 32, 49], []]",100
swin-tiny,2,,aten::reshape,"[[128, 3, 49, 32], []]",200
swin-tiny,2,,aten::reshape,"[[128, 3, 49, 49], []]",100
swin-tiny,2,,aten::reshape,"[[128, 49, 288], []]",100
swin-tiny,2,,aten::reshape,"[[128, 49, 3, 32], []]",100
swin-tiny,2,,aten::reshape,"[[128, 49, 96], []]",200
swin-tiny,2,,aten::reshape,"[[2, 1, 1, 7, 7, 768], []]",100
swin-tiny,2,,aten::reshape,"[[2, 1, 7, 1, 7, 768], []]",100
swin-tiny,2,,aten::reshape,"[[2, 14, 14, 1536], []]",300
swin-tiny,2,,aten::reshape,"[[2, 14, 14, 384], []]",300
swin-tiny,2,,aten::reshape,"[[2, 14, 14, 768], []]",50
swin-tiny,2,,aten::reshape,"[[2, 2, 2, 7, 7, 384], []]",300
swin-tiny,2,,aten::reshape,"[[2, 2, 7, 2, 7, 384], []]",300
swin-tiny,2,,aten::reshape,"[[2, 2, 7, 7], []]",150
swin-tiny,2,,aten::reshape,"[[2, 24, 32, 49], []]",100
swin-tiny,2,,aten::reshape,"[[2, 24, 49, 32], []]",200
swin-tiny,2,,aten::reshape,"[[2, 24, 49, 49], []]",100
swin-tiny,2,,aten::reshape,"[[2, 28, 28, 192], []]",100
swin-tiny,2,,aten::reshape,"[[2, 28, 28, 384], []]",50
swin-tiny,2,,aten::reshape,"[[2, 28, 28, 768], []]",100
swin-tiny,2,,aten::reshape,"[[2, 4, 4, 7, 7, 192], []]",100
swin-tiny,2,,aten::reshape,"[[2, 4, 7, 4, 7, 192], []]",100
swin-tiny,2,,aten::reshape,"[[2, 49, 2304], []]",100
swin-tiny,2,,aten::reshape,"[[2, 49, 24, 32], []]",100
swin-tiny,2,,aten::reshape,"[[2, 49, 768], []]",200
swin-tiny,2,,aten::reshape,"[[2, 56, 56, 384], []]",100
swin-tiny,2,,aten::reshape,"[[2, 56, 56, 96], []]",100
swin-tiny,2,,aten::reshape,"[[2, 7, 7, 1536], []]",50
swin-tiny,2,,aten::reshape,"[[2, 7, 7, 3072], []]",100
swin-tiny,2,,aten::reshape,"[[2, 7, 7, 768], []]",100
swin-tiny,2,,aten::reshape,"[[2, 8, 7, 8, 7, 96], []]",100
swin-tiny,2,,aten::reshape,"[[2, 8, 8, 7, 7, 96], []]",100
swin-tiny,2,,aten::reshape,"[[2401], []]",600
swin-tiny,2,,aten::reshape,"[[32, 49, 192], []]",200
swin-tiny,2,,aten::reshape,"[[32, 49, 576], []]",100
swin-tiny,2,,aten::reshape,"[[32, 49, 6, 32], []]",100
swin-tiny,2,,aten::reshape,"[[32, 6, 32, 49], []]",100
swin-tiny,2,,aten::reshape,"[[32, 6, 49, 32], []]",200
swin-tiny,2,,aten::reshape,"[[32, 6, 49, 49], []]",100
swin-tiny,2,,aten::reshape,"[[4, 4, 7, 7], []]",50
swin-tiny,2,,aten::reshape,"[[8, 12, 32, 49], []]",300
swin-tiny,2,,aten::reshape,"[[8, 12, 49, 32], []]",600
swin-tiny,2,,aten::reshape,"[[8, 12, 49, 49], []]",300
swin-tiny,2,,aten::reshape,"[[8, 49, 1152], []]",300
swin-tiny,2,,aten::reshape,"[[8, 49, 12, 32], []]",300
swin-tiny,2,,aten::reshape,"[[8, 49, 384], []]",600
swin-tiny,2,,aten::reshape,"[[8, 8, 7, 7], []]",50
